rotation_id,aircraft_id,flight_id,leg_number
R002793,AC112,FL1011,1
R002794,AC112,FL0474,1
R002795,AC112,FL2852,1
R002796,AC112,FL0654,1
R002797,AC112,FL1198,1
R002798,AC112,FL2468,2
R002799,AC112,FL2612,1
R002800,AC112,FL1833,1
R002801,AC112,FL0640,1
R002802,AC112,FL0446,1
R002803,AC112,FL2664,2
R002804,AC112,FL0484,3
R002805,AC113,FL0810,1
R002806,AC113,FL2236,2
R002807,AC113,FL1367,1
R002808,AC113,FL0506,1
R002809,AC113,FL1167,2
R002810,AC113,FL0605,3
R002811,AC113,FL1856,1
R002812,AC113,FL0380,2
R002813,AC113,FL1613,1
R002814,AC113,FL0839,1
R002815,AC113,FL2597,1
R002816,AC113,FL2011,2
R002817,AC113,FL1176,3
R002818,AC113,FL1455,1
R002819,AC113,FL1447,1
R002820,AC113,FL1040,1
R002821,AC113,FL1669,1
R002822,AC113,FL1337,2
R002823,AC113,FL2643,3
R002824,AC113,FL2427,1
R002825,AC113,FL1708,1
R002826,AC113,FL1425,2
R002827,AC113,FL2411,1
R002828,AC113,FL0779,2
R002829,AC113,FL1318,3
R002830,AC113,FL2981,1
R002831,AC113,FL0749,2
R002832,AC113,FL1529,1
R002833,AC113,FL2393,1
R002834,AC113,FL0140,1
R002835,AC113,FL2915,1
R002836,AC113,FL1428,2
R002837,AC113,FL1528,3
R002838,AC113,FL0037,4
R002839,AC114,FL2122,1
R002840,AC114,FL0007,1
R002841,AC114,FL0133,1
R002842,AC114,FL1312,1
R002843,AC114,FL2707,2
R002844,AC114,FL2185,3
R002845,AC114,FL0606,1
R002846,AC114,FL2104,1
R002847,AC114,FL1464,1
R002848,AC114,FL1530,1
R002849,AC114,FL0513,1
R002850,AC114,FL1556,2
R002851,AC114,FL0703,1
R002852,AC114,FL0068,1
R002853,AC114,FL1056,2
R002854,AC114,FL0955,3
R002855,AC114,FL0868,1
R002856,AC114,FL2819,1
R002857,AC114,FL0933,1
R002858,AC114,FL1315,1
R002859,AC114,FL1126,2
R002860,AC114,FL1830,1
R002861,AC114,FL2208,2
R002862,AC114,FL2126,1
R002863,AC114,FL1438,1
R002864,AC114,FL1809,1
R002865,AC114,FL2023,1
R002866,AC114,FL1345,1
R002867,AC114,FL0132,1
R002868,AC114,FL1515,2
R002869,AC114,FL2783,3
R002870,AC114,FL2858,1
R002871,AC114,FL1902,1
R002872,AC114,FL2786,2
R002873,AC114,FL2041,1
R002874,AC114,FL2552,1
R002875,AC115,FL1325,1
R002876,AC115,FL1458,1
R002877,AC115,FL1395,1
R002878,AC115,FL0944,2
R002879,AC115,FL0980,3
R002880,AC115,FL2875,1
R002881,AC115,FL2671,1
R002882,AC115,FL1191,1
R002883,AC115,FL0245,2
R002884,AC115,FL2263,1
R002885,AC115,FL2843,2
R002886,AC115,FL0353,3
R002887,AC115,FL0671,1
R002888,AC115,FL2337,1
R002889,AC115,FL2119,1
R002890,AC115,FL0205,2
R002891,AC115,FL0280,3
R002892,AC115,FL2985,1
R002893,AC115,FL2587,1
R002894,AC115,FL0226,2
R002895,AC115,FL0738,1
R002896,AC115,FL1064,2
R002897,AC115,FL1920,1
R002898,AC115,FL2229,2
R002899,AC115,FL1565,1
R002900,AC117,FL1922,1
R002901,AC117,FL0123,1
R002902,AC117,FL1418,2
R002903,AC117,FL1271,3
R002904,AC117,FL0173,4
R002905,AC117,FL2979,1
R002906,AC117,FL0084,2
R002907,AC117,FL2103,1
R002908,AC117,FL1223,1
R002909,AC117,FL0662,1
R002910,AC117,FL0881,2
R002911,AC117,FL0172,1
R002912,AC117,FL0436,1
R002913,AC117,FL0758,1
R002914,AC117,FL1772,1
R002915,AC117,FL1256,2
R002916,AC117,FL2898,1
R002917,AC117,FL1030,1
R002918,AC117,FL2426,1
R002919,AC117,FL0857,1
R002920,AC117,FL1774,2
R002921,AC117,FL2801,1
R002922,AC117,FL0628,2
R002923,AC117,FL1730,1
R002924,AC117,FL0730,1
R002925,AC117,FL0785,1
R002926,AC117,FL2371,2
R002927,AC117,FL1572,1
R002928,AC117,FL2298,1
R002929,AC117,FL2815,1
R002930,AC117,FL1063,1
R002931,AC117,FL1175,1
R002932,AC117,FL2666,2
R002933,AC117,FL1429,1
R002934,AC118,FL1591,1
R002935,AC118,FL2967,1
R002936,AC118,FL2284,1
R002937,AC118,FL0388,2
R002938,AC118,FL0903,3
R002939,AC118,FL0984,1
R002940,AC118,FL1347,2
R002941,AC118,FL2774,3
R002942,AC118,FL2940,4
R002943,AC118,FL1479,5
R002944,AC119,FL0573,1
R002945,AC119,FL2096,1
R002946,AC119,FL0685,2
R002947,AC119,FL2679,1
R002948,AC119,FL1558,2
R002949,AC119,FL0284,1
R002950,AC119,FL1035,2
R002951,AC119,FL1022,3
R002952,AC119,FL0329,1
R002953,AC119,FL2285,1
R002954,AC119,FL1172,2
R002955,AC119,FL0815,3
R002956,AC119,FL2252,1
R002957,AC119,FL0717,1
R002958,AC119,FL2854,2
R002959,AC119,FL2429,1
R002960,AC119,FL1094,1
R002961,AC119,FL0940,2
R002962,AC119,FL1555,1
R002963,AC119,FL1273,1
R002964,AC119,FL2379,1
R002965,AC119,FL0435,1
R002966,AC119,FL1687,2
R002967,AC119,FL2148,3
R002968,AC120,FL0129,1
R002969,AC120,FL2730,2
R002970,AC120,FL0282,3
R002971,AC120,FL0519,1
R002972,AC120,FL2444,1
R002973,AC120,FL2253,1
R002974,AC120,FL1545,1
R002975,AC120,FL2695,2
R002976,AC120,FL0567,3
R002977,AC120,FL1097,1
R002978,AC120,FL2160,1
R002979,AC120,FL2132,1
R002980,AC120,FL2590,1
R002981,AC120,FL0681,2
R002982,AC120,FL2472,1
R002983,AC120,FL2918,2
R002984,AC120,FL0914,1
R002985,AC120,FL2771,2
R002986,AC120,FL0016,3
R002987,AC120,FL2647,1
R002988,AC120,FL0531,1
R002989,AC120,FL2506,1
R002990,AC120,FL1816,1
R002991,AC120,FL2991,1
R002992,AC120,FL0029,1
R002993,AC120,FL2098,2
R002994,AC120,FL2516,3
R002995,AC120,FL2725,4
R002996,AC120,FL1934,5
R002997,AC120,FL2562,1
R002998,AC120,FL2593,1
R002999,AC120,FL2611,1
R003000,AC120,FL2542,2
